,Alfalfa,Almonds,Corn,Grapes,Grass/Pasture,Walnuts
2005-11-01,17.46695811566808,18.21460895007849,20.170279292614907,18.746743308913068,16.732644852035108,20.345738422663644
2005-12-01,13.49521218863994,14.650364626425505,15.463795826303,14.764785551458349,14.601180532288339,13.955897489258316
2006-01-01,18.73648162522459,20.201487787187094,22.239696298654266,20.011145571539224,19.89726700894626,18.83176511015681
2006-02-01,23.728859959489608,24.26816442813873,28.27701052029927,23.626337427420484,25.95959806532936,24.87970476387614
2006-03-01,40.15948784858488,41.17157777781487,43.50359238121973,38.414586220891024,41.56619512598993,39.68652986139412
2006-04-01,58.118603606019065,63.50409089255333,61.81944238943058,55.1765338233934,61.398437339330705,58.10329339969036
2006-05-01,62.291169175377995,71.61665825972555,71.89847730536819,63.63156520433662,65.70031800789606,77.96212358750408
2006-06-01,53.8935562821208,63.29290237891674,75.62613929202269,60.017560641945465,46.108591576314154,72.34518306407763
2006-07-01,50.864954990064106,53.47293355407715,89.4388349406667,51.6496976042582,37.01677045259391,58.23799778023572
2006-08-01,53.20414333497055,54.887805071342,86.61099468862072,52.61166892613261,34.281093612248675,55.823283204551565
2006-09-01,38.705977856617885,37.11365483844281,53.8595494382329,36.98436160583046,25.795276889257284,38.69275615313153
2006-10-01,29.552717210090112,30.37560971261263,33.75650513341357,31.158605602408247,23.135910904710027,31.566501870269178
2006-11-01,18.783694967722163,19.765814240455626,21.116977141617422,19.20069526550262,18.170599554976693,19.986574988997447
2006-12-01,13.3076852438524,13.703325496703384,15.702311913991151,13.952053850347346,13.712426066179649,14.035191781119087
2007-01-01,14.586115414273989,15.575270270973446,18.52361401615344,15.418980970362986,16.246446350240426,16.562283578710286
2007-02-01,22.80735994837335,23.218256214284896,25.854534011620746,21.97888593710572,22.880601393618466,23.12060620639864
2007-03-01,42.24237520592625,42.58836304380894,49.39839554318797,35.78670438631507,44.17475942864197,45.76644801825356
2007-04-01,48.24466813990821,51.65759545111656,52.584020385702885,40.997193824510774,49.04945218765711,58.86463920761491
2007-05-01,48.90996140284815,52.80223189548254,58.270523673448814,47.86770757367788,42.911650554072416,64.28706754641732
2007-06-01,49.88331642669762,54.47468077898026,75.52164339265981,50.70137213783498,36.60023105086338,59.87797622522597
2007-07-01,56.958013602856845,59.90992103353739,94.74472231469747,55.699032694593924,37.483614425891936,62.85623207902381
2007-08-01,51.669993364680884,52.27801499741077,81.50715574147281,49.63016366195088,33.64436391827889,56.300039179511394
2007-09-01,40.52517855522629,41.8240552341342,51.118429671604545,41.85572385509883,28.500886700686785,43.71913310008061
2007-10-01,30.988868315990338,33.15758088915348,34.61867402240143,32.27207823257801,24.913241332310506,35.699340251128135
2007-11-01,18.509468176289772,18.9601293566823,20.746105774254588,17.886476713644605,16.722733378162154,20.58423628064715
2007-12-01,15.190481533692989,14.657232152950765,16.771531252197292,14.79084167869623,14.485710396076314,14.385648031872654
2008-01-01,15.782114195031538,16.050924670642615,17.46163767786362,16.501569572805373,15.552806995004325,14.745398889165651
2008-02-01,27.562699642185866,27.062576103937626,31.020822341789252,26.747053224606308,28.330035227202927,26.599494107285167
2008-03-01,46.47896517998834,44.854438091874115,50.85232617817955,39.069174334776314,51.376093564469755,44.158172960674655
2008-04-01,48.3857679463155,51.452153742313385,50.80320912730563,40.42134537518231,50.63704499788562,53.090898183827896
2008-05-01,50.123101731418025,54.37246943974495,57.383895096597655,48.724109425525036,44.29910726623563,60.534049091465185
2008-06-01,44.49606089520167,46.042408528268346,65.095600728969,43.98516298079294,34.94445673499113,51.76478514025883
2008-07-01,51.718877132494896,54.67801268253921,88.96765930153731,53.02694541609978,36.100714296263305,55.94303359581715
2008-08-01,51.51891097783596,52.20671343255639,79.60041100529087,51.070001698476226,34.17100013111236,54.27794059581802
2008-09-01,34.39474483976495,33.355778471767906,45.766097257261755,35.20152621064558,24.52017455448098,34.53997117168055
2008-10-01,23.641805451645414,24.19494942273497,27.660565841083347,24.710681144856228,19.3618430201895,27.116297620930066
2008-11-01,19.49539711738017,20.462182450890538,21.895607501104642,19.920031036719802,18.77120752216075,22.159697326648487
2008-12-01,14.788096690965073,14.379091131806373,15.063354528430615,14.775361233752621,15.372856549047615,13.622473962069874
2009-01-01,15.775020966372757,14.822220289212465,18.328672076101267,15.148028511153765,17.20049501348118,16.126735282866335
2009-02-01,26.399021588237986,25.798652635669715,27.941725131792897,25.553734913027405,25.779279501093196,24.86495590473407
2009-03-01,46.652204951194065,46.466265736162654,50.946905972865906,40.770601507799675,49.39158170885288,44.044805132881706
2009-04-01,49.33276426474758,52.982614792585366,55.68456352412046,42.54802405087352,50.407005780144246,54.903645068054225
2009-05-01,52.615667854092244,61.279583799386025,64.6259360016484,54.02730272919678,46.85100428714999,69.89247716032997
2009-06-01,60.010352071809606,68.20327586960792,84.82256172777532,63.86550471452801,47.28697186871562,80.13233480908876
2009-07-01,51.27960403030139,55.06388009799123,90.47845813514658,52.358861952281195,35.488982632144214,60.01230272116771
2009-08-01,47.6020340406835,50.83916754162907,79.65715294817099,49.211664931094354,32.65692764150604,55.79477660916599
2009-09-01,34.43065382267244,36.05799203538895,50.08672036639936,36.82584368326098,25.92200109534834,40.89186888514491
2009-10-01,30.80298617698872,34.97343184700012,36.69925395120959,35.210593531693306,27.85893867105916,36.10505467493325
2009-11-01,18.00169859228917,20.343329093813892,21.420576605986767,19.7363812892922,19.787813883546196,22.33443805384843
2009-12-01,14.78238341322193,15.27784832291007,16.15616566305741,15.721550008482184,15.655393380612187,14.04046529496196
2010-01-01,16.0024778052735,15.84419284747243,17.147092571516175,16.033987989110393,18.053831829124235,15.131906595372175
2010-02-01,26.00068451872557,25.37131659526825,26.826695086100163,24.90931035918701,28.33482664390436,24.453351657034947
2010-03-01,43.587211444675475,45.77647760168314,49.26348296430085,40.345343295207684,52.24796391565008,43.69554751744492
2010-04-01,54.620086345430344,62.274650992155074,59.93124796466514,50.45495771100063,62.68458373769693,60.01303635437657
2010-05-01,54.911018453136826,68.7073332042694,60.47412149673635,56.113035177396355,62.15127916334768,73.7115152760952
2010-06-01,56.146576592382935,70.60215456676484,76.2805142900446,62.310577532953346,51.13954824435689,79.01232847851284
2010-07-01,57.36913468518507,66.92676571166514,95.61883286427664,62.24239266165032,41.60075409373473,66.45291973444638
2010-08-01,55.98441196889039,62.48425101342201,91.06589233105656,57.71181923668247,37.632095055134265,64.80377948227697
2010-09-01,40.3526492440881,42.81268927127123,57.9466961144091,41.830797903905136,29.520969045422877,45.22855388666573
2010-10-01,29.929054240895262,32.39489873328209,35.05053656974009,33.669631797420095,25.005361202143888,34.645438903955935
2010-11-01,19.415208207116688,21.744616391301154,22.804375253208388,21.46580831451881,19.694847183507267,24.048213354696323
2010-12-01,15.594032110761322,16.800527415668963,17.630969454762923,16.295582487563458,16.38609582901413,15.448788347635666
2011-01-01,16.195876438640806,16.17593694665432,17.533896929915358,17.070774265803582,20.95891808951016,16.27784140251618
2011-02-01,24.709127803342657,25.017670677375797,27.29886250771009,24.296528182580165,27.744976212367412,24.52058617054428
2011-03-01,42.801991284097404,45.2879585801363,44.554775105236644,39.414408704958674,46.57796079962636,41.34900122330522
2011-04-01,58.234262425228636,68.40048750936985,63.970281750291264,53.64027485851287,67.32162313230896,62.04887621969149
2011-05-01,54.330300610115145,68.45418421250582,61.9070924711533,56.318714168938726,57.53862295887106,72.70624018421113
2011-06-01,59.65929904855282,75.91484559130669,76.56646963167977,67.1645986652476,52.18458317079495,80.45703921905162
2011-07-01,65.59673322131319,74.95622720124722,105.28266039572573,67.50941633882601,46.32004515614951,81.69947153569774
2011-08-01,58.94086168682394,64.32805728071332,97.34850268317012,58.90304797395203,36.90120725566264,66.37563142243953
2011-09-01,39.496532094787256,41.07666653448343,59.584929644242756,41.701406846043895,27.878372256637373,41.808693494350784
2011-10-01,32.35781386368459,36.279923666810994,39.84299089118238,37.17517217328726,28.438567246425173,40.758626329353135
2011-11-01,18.546686782945233,19.829333988010887,19.79338578961708,20.623926958126308,19.25975898983399,20.21960400838784
2011-12-01,12.826154665566195,13.125992149102688,14.70248301916725,13.536828777021613,14.835259002874999,13.300599219084914
2012-01-01,14.31478490968118,14.559004160523415,17.962283157603647,14.655693392861972,15.798406122493017,15.305515731331301
2012-02-01,23.32852238000284,21.63683028975129,26.310089587592163,20.912618611247282,23.13866234540461,22.539706760136838
2012-03-01,40.05878937140561,40.78299046769142,41.368021506693346,35.28984419866042,37.86826627555022,36.980105281252506
2012-04-01,53.5134799605937,63.872370913624756,63.898609658846496,49.18018642106841,56.691202702685,62.52462236073983
2012-05-01,50.11792635380921,64.18130693378447,61.20372067937703,53.91736089739918,49.92159165390952,70.16169917324724
2012-06-01,49.93167144419743,63.382416031122204,70.07097433392818,55.732908584823036,40.917003291091135,66.55257647443966
2012-07-01,58.44012224178733,65.73335340079069,96.11883946368981,59.18395087196807,39.18708995243212,67.44106338263123
2012-08-01,47.711152487164355,48.861667760300634,80.98627728147385,45.82768742235239,31.30486302944068,51.16447693224771
2012-09-01,37.44460743457501,39.065573769271374,56.410085587138006,38.40161852663722,25.90967920616953,40.24096367202976
2012-10-01,29.93015761425219,34.817399522411826,37.84333637231217,34.18026011985196,24.752393997113305,35.2937123890975
2012-11-01,19.136020071953755,21.32082175558805,22.44548484519288,20.183093381449247,18.098134208498667,22.364036903526245
2012-12-01,17.159099943939513,16.85418987095952,18.489563928691894,16.69834121544499,16.160430467078694,15.794220713009114
2013-01-01,17.953708161516676,19.370626271539926,22.107318482719933,19.58088143108305,19.87460165190659,19.322519795553085
2013-02-01,25.368091511194486,24.104759605407715,28.93471367236895,23.257066983377037,28.008439271590987,24.23192673032455
2013-03-01,41.748164912006644,42.780931909310816,48.99134639893477,34.83304267678379,44.31004983812046,40.87096857902283
2013-04-01,47.253491134324996,55.029152007579796,52.380165162977285,42.345325815394794,46.1901194226118,53.931915303714284
2013-05-01,48.42805769453801,58.95191535218954,58.48878835081617,51.56826182534872,42.15099624195917,63.65066945938586
2013-06-01,50.81448289210411,62.51785408401489,76.13004255917046,56.37640835729735,39.505137456352564,65.00417411609625
2013-07-01,50.94318978809957,55.245412933552274,91.42343417519615,51.43419937309154,35.26604514123871,61.11295119132597
2013-08-01,54.000550096685025,58.73714238628149,85.68779275645484,53.64744511714652,36.02645930899815,64.87727603257504
2013-09-01,39.7094871366554,42.382072179436676,52.527191390866754,40.19122624978864,29.692190600642807,47.253659225488704
2013-10-01,23.739177596989325,26.220526990991825,28.139444599262408,25.420814747406432,20.614561699755804,29.23873888180777
2013-11-01,16.725251677855088,17.411510913848876,18.04881005496769,16.879064098687785,15.241304496487407,16.31275277064368
2013-12-01,12.25151216709115,12.16076418260634,14.07987814209673,11.766827121869593,12.201511494331456,12.235902562561051
2014-01-01,11.051400367923396,10.948021661877632,13.278850638044949,10.807311204100444,11.349772692636707,11.381344773292826
2014-02-01,21.618830683098963,21.084020168185234,25.94449663085815,19.7674891665852,19.83745411948053,20.748488394594983
2014-03-01,37.35908743958484,40.02146728373766,44.711529471553284,32.927694510576146,36.90565805759086,36.87463530627592
2014-04-01,46.751390292723705,57.12230909585953,58.96878685106288,45.4698673806741,50.26805426589544,57.77687262576117
2014-05-01,41.27685403797403,52.22832470924854,56.03389586459149,45.463973398050996,41.408991253472855,61.901310094812295
2014-06-01,38.746801579819696,47.744998711109154,63.6196091992187,44.17774640490487,34.34296712880658,54.03184097868868
2014-07-01,45.707506103818744,51.68306469857693,80.99773737548036,49.313133865841166,34.930370808080895,56.21113827925736
2014-08-01,44.83524879076144,48.586308146333685,75.04388526243059,47.11155539701793,32.451058353375586,54.756306270797516
2014-09-01,35.75149084854021,39.02024309813977,53.02711116907361,38.283709966240174,27.67880042141941,43.56448924837849
2014-10-01,24.047072319113997,27.68646375214756,31.74877240727127,25.995430454611782,21.389512425216093,31.4924424536932
2014-11-01,18.538161571441073,21.351759031355385,21.173478652324,19.52102957559058,18.101632488491035,21.636486358311387
2014-12-01,17.27655952083979,17.345825556200744,18.104341026791285,17.210229536718572,17.459325030419333,15.511369525327773
2015-01-01,17.027991673215904,16.707873614525795,19.860302103007893,17.318125971585268,23.3967119146842,18.201958335730254
2015-02-01,26.685846007427397,24.992420265507693,30.56834937899541,24.254516064628096,32.464892844526595,24.741161671132673
2015-03-01,41.203796209763524,44.27223701295853,50.173320385862844,34.9538726035721,47.82984215587322,42.03712843456133
2015-04-01,42.94320921724345,52.870578566908826,53.34555875878413,41.20276787548947,44.78848642669603,56.687261655091675
2015-05-01,54.744035950954846,72.38523251271249,69.71867432813723,61.791235562198416,49.87231968490956,83.09012993490406
2015-06-01,48.50318186127039,61.11167111742496,78.43847213456264,54.79281019907065,38.63924008124704,68.30873132692892
2015-07-01,51.80130861063837,61.03612531944514,88.830046853112,55.21497669224897,38.54441566089896,66.59938440797079
2015-08-01,43.21635756731953,49.38799684334993,73.32609291575275,47.13179203486147,32.305715896330234,55.81785922790947
2015-09-01,28.33623740256095,30.775142436414963,40.18107262245574,31.21123228147646,23.338959143867196,35.88518232812821
2015-10-01,25.728666187834712,30.90614287424684,31.958892658502954,29.5383661566687,23.092684261262036,33.34768347702068
2015-11-01,17.97382027340273,21.571213922202592,21.065745009007035,20.123476359771747,18.576566036166888,22.038524209418068
2015-12-01,15.144943838388558,16.631288154488804,18.674983174918765,16.38366089256342,16.106133224547587,16.03852546219762
2016-01-01,18.54854296258472,18.77189023352265,20.38542601793677,19.026356949540208,18.958566549924196,17.419413266096324
2016-02-01,27.484574244831272,27.397628258782625,34.40791314168945,26.971357283426013,35.17495394444293,28.024877781202783
2016-03-01,44.12983030673347,51.96858339672089,51.02467493183447,42.78494116220593,54.15868022963386,45.476990140274744
2016-04-01,51.21843098254686,64.74149578928946,60.271636072423426,49.88064710345786,58.22826151415655,66.72594609322657
2016-05-01,54.45007285457775,70.73488909695149,64.74560906495148,60.12830730115087,52.97468720946504,77.48227417920646
2016-06-01,43.44586881213382,54.51835173904896,66.75068818360239,48.03221593281962,37.63678306411933,61.07142801395813
2016-07-01,45.8414514790632,53.252551016283036,82.702280289879,48.32961616905268,36.01744938214248,59.551849243390635
2016-08-01,40.91312370095884,45.133347793734075,74.47330891395553,44.321809900447356,31.60846226692948,51.15162502696125
2016-09-01,31.232122798474407,33.06286044377089,47.609096900201756,33.94966680513831,24.929024526508023,38.594853536952826
2016-10-01,26.02411040048358,29.993594124048947,32.14983229751225,29.235051174794346,24.27615876183021,33.162551741009175
2016-11-01,20.035665999273586,23.246298500418664,25.305002995735997,22.369241180006142,21.576940287049737,25.86716974190868
2016-12-01,16.97813302340516,18.11949290189147,19.0280110566389,18.02272369004478,17.721758428913066,17.040881366502045
2017-01-01,18.801128067184187,19.48353151530624,20.820270623561445,19.230780015307023,17.40985894424513,17.447311700684118
2017-02-01,25.762863193131327,25.291586257076265,26.878499462054325,25.31022611455071,26.252758308623818,23.909982471834887
2017-03-01,45.12998877543858,50.136560645353796,50.99433217855382,43.460202209220455,55.90554474366836,44.084519865480864
2017-04-01,49.94680080783035,63.108269652843475,57.72227322580396,50.515944519159916,62.70999572094692,60.220184385447205
2017-05-01,52.67483558389422,72.83422683802844,64.98570718951933,60.82860125884537,57.80916710366001,77.66470032144741
2017-06-01,50.60246174859314,66.43249441051483,72.42338459079082,59.072847518562405,44.74172219549745,71.17249198240282
2017-07-01,44.22098952432085,51.80165476323365,79.20578955528718,48.79305795229171,35.74862043629547,55.09573952551423
2017-08-01,45.172556268505936,50.96670793015957,77.37540075477662,49.92929008529206,34.35615793059081,53.84324212585177
2017-09-01,34.607438458485554,37.70105175590515,47.07301346564686,38.424304977746615,27.967412155950125,40.22293919640069
2017-10-01,19.765033633882986,23.243630943527823,24.826097438623613,23.205225483198795,18.26645556667048,26.204649999255537
2017-11-01,19.29582652037588,23.13688965207339,22.157221354626042,21.982255446310205,18.583367892641466,22.03747845980344
2017-12-01,11.377614178404059,12.805178481662276,15.090971890632266,12.318478945611922,12.913059539157569,14.533832272172162
